R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.750000,0.187500,0.875000,0.522522,0.029343,0.738845,0.378050,0.185437,0.657336,0.273698,0.208884,0.511295,0.649268,0.593337,0.799633,0.604268,0.203586,-0.165377
0.812500,0.187500,0.875000,0.625232,0.029343,0.738845,0.422621,0.207280,0.659160,0.316098,0.230753,0.520888,0.681199,0.613361,0.804603,0.626859,0.220355,-0.152895
0.875000,0.187500,0.875000,0.738845,0.029343,0.738845,0.471923,0.231443,0.661177,0.362998,0.254945,0.531499,0.713348,0.634087,0.810030,0.650051,0.236058,-0.140228
0.937500,0.187500,0.875000,0.863669,0.029343,0.738845,0.526091,0.257990,0.663393,0.414527,0.281523,0.543158,0.745620,0.655397,0.815910,0.673732,0.250786,-0.127465
1.000000,0.187500,0.875000,1.000000,0.029343,0.738845,0.585252,0.286984,0.665814,0.470806,0.310552,0.555891,0.777942,0.677191,0.822236,0.697804,0.264642,-0.114685
0.000000,0.250000,0.875000,0.000000,0.050876,0.738845,0.159403,0.089710,0.650415,0.069402,0.112311,0.468784,0.410952,0.482475,0.776827,0.466224,-0.008837,-0.239889
0.062500,0.250000,0.875000,0.005156,0.050876,0.738845,0.161640,0.090807,0.650506,0.071531,0.113409,0.469266,0.415111,0.484041,0.777093,0.468341,-0.004297,-0.238769
0.125000,0.250000,0.875000,0.014350,0.050876,0.738845,0.165630,0.092762,0.650670,0.075326,0.115367,0.470125,0.422327,0.486811,0.777567,0.472056,0.003464,-0.236798
0.187500,0.250000,0.875000,0.029343,0.050876,0.738845,0.172136,0.095951,0.650936,0.081515,0.118559,0.471525,0.433591,0.491260,0.778338,0.477954,0.015285,-0.233647
0.250000,0.250000,0.875000,0.050876,0.050876,0.738845,0.181480,0.100530,0.651318,0.090405,0.123144,0.473536,0.448811,0.497513,0.779443,0.486116,0.030703,-0.229251
0.312500,0.250000,0.875000,0.079581,0.050876,0.738845,0.193937,0.106635,0.651828,0.102254,0.129256,0.476217,0.467621,0.505612,0.780911,0.496495,0.048903,-0.223612
0.375000,0.250000,0.875000,0.116016,0.050876,0.738845,0.209748,0.114384,0.652475,0.117295,0.137014,0.479620,0.489508,0.515531,0.782767,0.508967,0.068941,-0.216781
0.437500,0.250000,0.875000,0.160683,0.050876,0.738845,0.229131,0.123883,0.653268,0.135734,0.146525,0.483792,0.513921,0.527194,0.785030,0.523351,0.089925,-0.208850
0.500000,0.250000,0.875000,0.214041,0.050876,0.738845,0.252286,0.135231,0.654215,0.157761,0.157886,0.488776,0.540339,0.540482,0.787716,0.539445,0.111119,-0.199936
0.562500,0.250000,0.875000,0.276518,0.050876,0.738845,0.279397,0.148518,0.655325,0.183552,0.171189,0.494611,0.568311,0.555255,0.790839,0.557043,0.131979,-0.190173
0.625000,0.250000,0.875000,0.348510,0.050876,0.738845,0.310639,0.163829,0.656603,0.213271,0.186518,0.501335,0.597462,0.571357,0.794406,0.575942,0.152142,-0.179699
0.687500,0.250000,0.875000,0.430393,0.050876,0.738845,0.346172,0.181243,0.658057,0.247073,0.203953,0.508983,0.627493,0.588632,0.798426,0.595956,0.171398,-0.168649
0.750000,0.250000,0.875000,0.522522,0.050876,0.738845,0.386151,0.200836,0.659693,0.285105,0.223570,0.517588,0.658165,0.606929,0.802900,0.616914,0.189648,-0.157150
0.812500,0.250000,0.875000,0.625232,0.050876,0.738845,0.430722,0.222680,0.661517,0.327504,0.245440,0.527181,0.689296,0.626107,0.807830,0.638665,0.206872,-0.145318
0.875000,0.250000,0.875000,0.738845,0.050876,0.738845,0.480024,0.246842,0.663534,0.374405,0.269631,0.537792,0.720743,0.646036,0.813214,0.661078,0.223101,-0.133258
0.937500,0.250000,0.875000,0.863669,0.050876,0.738845,0.534192,0.273389,0.665751,0.425934,0.296209,0.549451,0.752398,0.666601,0.819048,0.684037,0.238396,-0.121058
1.000000,0.250000,0.875000,1.000000,0.050876,0.738845,0.593353,0.302383,0.668171,0.482213,0.325238,0.562184,0.784175,0.687702,0.825327,0.707445,0.252836,-0.108795
0.000000,0.312500,0.875000,0.000000,0.079581,0.738845,0.170202,0.110239,0.653557,0.084609,0.131889,0.477173,0.439007,0.509022,0.781434,0.493178,-0.015742,-0.222107
0.062500,0.312500,0.875000,0.005156,0.079581,0.738845,0.172439,0.111335,0.653649,0.086737,0.132987,0.477655,0.442658,0.510430,0.781696,0.495062,-0.011823,-0.221122
0.125000,0.312500,0.875000,0.014350,0.079581,0.738845,0.176429,0.113291,0.653812,0.090532,0.134945,0.478514,0.449022,0.512923,0.782164,0.498378,-0.005076,-0.219385
0.187500,0.312500,0.875000,0.029343,0.079581,0.738845,0.182935,0.116479,0.654078,0.096722,0.138137,0.479914,0.459030,0.516936,0.782927,0.503666,0.005316,-0.216600
0.250000,0.312500,0.875000,0.050876,0.079581,0.738845,0.192279,0.121059,0.654461,0.105611,0.142722,0.481925,0.472682,0.522593,0.784019,0.511025,0.019074,-0.212702
0.312500,0.312500,0.875000,0.079581,0.079581,0.738845,0.204736,0.127164,0.654970,0.117461,0.148834,0.484606,0.489738,0.529949,0.785470,0.520446,0.035599,-0.207675
0.375000,0.312500,0.875000,0.116016,0.079581,0.738845,0.220547,0.134912,0.655617,0.132501,0.156592,0.488009,0.509808,0.539001,0.787304,0.531846,0.054139,-0.201553
0.437500,0.312500,0.875000,0.160683,0.079581,0.738845,0.239930,0.144412,0.656410,0.150940,0.166103,0.492181,0.532437,0.549700,0.789541,0.545090,0.073925,-0.194401
0.500000,0.312500,0.875000,0.214041,0.079581,0.738845,0.263085,0.155760,0.657358,0.172967,0.177464,0.497165,0.557170,0.561958,0.792197,0.560012,0.094275,-0.186313
0.562500,0.312500,0.875000,0.276518,0.079581,0.738845,0.290197,0.169047,0.658467,0.198758,0.190767,0.503000,0.583590,0.575662,0.795285,0.576436,0.114642,-0.177398
0.625000,0.312500,0.875000,0.348510,0.079581,0.738845,0.321438,0.184358,0.659746,0.228477,0.206096,0.509724,0.611337,0.590686,0.798813,0.594185,0.134629,-0.167772
0.687500,0.312500,0.875000,0.430393,0.079581,0.738845,0.356971,0.201772,0.661199,0.262279,0.223531,0.517372,0.640110,0.606894,0.802788,0.613087,0.153970,-0.157554
0.750000,0.312500,0.875000,0.522522,0.079581,0.738845,0.396950,0.221365,0.662835,0.300311,0.243148,0.525977,0.669664,0.624152,0.807214,0.632985,0.172510,-0.146859
0.812500,0.312500,0.875000,0.625232,0.079581,0.738845,0.441521,0.243209,0.664659,0.342711,0.265018,0.535570,0.699803,0.642330,0.812092,0.653734,0.190175,-0.135794
0.875000,0.312500,0.875000,0.738845,0.079581,0.738845,0.490823,0.267371,0.666677,0.389611,0.289209,0.546181,0.730372,0.661308,0.817421,0.675207,0.206951,-0.124455
0.937500,0.312500,0.875000,0.863669,0.079581,0.738845,0.544991,0.293918,0.668893,0.441140,0.315787,0.557840,0.761247,0.680976,0.823196,0.697290,0.222860,-0.112931
1.000000,0.312500,0.875000,1.000000,0.079581,0.738845,0.604152,0.322912,0.671314,0.497419,0.344816,0.570573,0.792332,0.701233,0.829412,0.719883,0.237951,-0.101296
0.000000,0.375000,0.875000,0.000000,0.116016,0.738845,0.183909,0.136295,0.657546,0.103909,0.156739,0.487821,0.470130,0.539169,0.787203,0.523630,-0.024797,-0.202367
0.062500,0.375000,0.875000,0.005156,0.116016,0.738845,0.186146,0.137392,0.657637,0.106038,0.157836,0.488303,0.473318,0.540425,0.787462,0.525296,-0.021424,-0.201511
0.125000,0.375000,0.875000,0.014350,0.116016,0.738845,0.190136,0.139347,0.657800,0.109833,0.159794,0.489161,0.478899,0.542650,0.787923,0.528235,-0.015581,-0.199998
0.187500,0.375000,0.875000,0.029343,0.116016,0.738845,0.196642,0.142536,0.658067,0.116022,0.162986,0.490562,0.487731,0.546240,0.788675,0.532940,-0.006492,-0.197566
0.250000,0.375000,0.875000,0.050876,0.116016,0.738845,0.205987,0.147115,0.658449,0.124911,0.167571,0.492573,0.499882,0.551315,0.789751,0.539520,0.005702,-0.194149
0.312500,0.375000,0.875000,0.079581,0.116016,0.738845,0.218443,0.153220,0.658959,0.136761,0.173684,0.495254,0.515214,0.557938,0.791181,0.547997,0.020589,-0.189725
0.375000,0.375000,0.875000,0.116016,0.116016,0.738845,0.234254,0.160969,0.659606,0.151802,0.181442,0.498657,0.533448,0.566125,0.792989,0.558324,0.037590,-0.184306
0.437500,0.375000,0.875000,0.160683,0.116016,0.738845,0.253637,0.170468,0.660399,0.170241,0.190952,0.502829,0.554227,0.575848,0.795194,0.570405,0.056069,-0.177940
0.500000,0.375000,0.875000,0.214041,0.116016,0.738845,0.276792,0.181816,0.661346,0.192268,0.202314,0.507812,0.577168,0.587050,0.797813,0.584112,0.075422,-0.170695
0.562500,0.375000,0.875000,0.276518,0.116016,0.738845,0.303904,0.195103,0.662456,0.218059,0.215617,0.513648,0.601900,0.599645,0.800857,0.599300,0.095126,-0.162657
0.625000,0.375000,0.875000,0.348510,0.116016,0.738845,0.335145,0.210414,0.663734,0.247778,0.230946,0.520372,0.628088,0.613531,0.804337,0.615818,0.114770,-0.153923
0.687500,0.375000,0.875000,0.430393,0.116016,0.738845,0.370678,0.227828,0.665188,0.281580,0.248381,0.528020,0.655442,0.628598,0.808258,0.633515,0.134051,-0.144592
0.750000,0.375000,0.875000,0.522522,0.116016,0.738845,0.410657,0.247421,0.666824,0.319612,0.267997,0.536624,0.683713,0.644728,0.812625,0.652249,0.152765,-0.134764
0.812500,0.375000,0.875000,0.625232,0.116016,0.738845,0.455228,0.269265,0.668648,0.362011,0.289867,0.546217,0.712701,0.661809,0.817439,0.671886,0.170789,-0.124535
0.875000,0.375000,0.875000,0.738845,0.116016,0.738845,0.504531,0.293428,0.670665,0.408912,0.314058,0.556829,0.742238,0.679730,0.822698,0.692303,0.188060,-0.113995
0.937500,0.375000,0.875000,0.863669,0.116016,0.738845,0.558698,0.319974,0.672881,0.460441,0.340637,0.568487,0.772191,0.698389,0.828400,0.713391,0.204563,-0.103226
1.000000,0.375000,0.875000,1.000000,0.116016,0.738845,0.617859,0.348968,0.675302,0.516719,0.369665,0.581221,0.802451,0.717689,0.834540,0.735051,0.220311,-0.092299
0.000000,0.437500,0.875000,0.000000,0.160683,0.738845,0.200713,0.168239,0.662435,0.127571,0.187202,0.500874,0.503404,0.572054,0.794163,0.556702,-0.035709,-0.181392
0.062500,0.437500,0.875000,0.005156,0.160683,0.738845,0.202950,0.169335,0.662527,0.129699,0.188300,0.501356,0.506188,0.573170,0.794417,0.558173,-0.032797,-0.180652
0.125000,0.437500,0.875000,0.014350,0.160683,0.738845,0.206940,0.171291,0.662690,0.133494,0.190258,0.502215,0.511079,0.575150,0.794871,0.560771,-0.027728,-0.179343
0.187500,0.437500,0.875000,0.029343,0.160683,0.738845,0.213446,0.174479,0.662956,0.139684,0.193450,0.503615,0.518858,0.578349,0.795609,0.564944,-0.019777,-0.177234
0.250000,0.437500,0.875000,0.050876,0.160683,0.738845,0.222791,0.179059,0.663339,0.148573,0.198035,0.505626,0.529639,0.582882,0.796666,0.570806,-0.008986,-0.174261
0.312500,0.437500,0.875000,0.079581,0.160683,0.738845,0.235247,0.185163,0.663848,0.160423,0.204147,0.508307,0.543361,0.588818,0.798072,0.578400,0.004374,-0.170396
0.375000,0.437500,0.875000,0.116016,0.160683,0.738845,0.251058,0.192912,0.664495,0.175463,0.211905,0.511710,0.559838,0.596184,0.799849,0.587706,0.019876,-0.165640
0.437500,0.437500,0.875000,0.160683,0.160683,0.738845,0.270441,0.202412,0.665288,0.193902,0.221416,0.515882,0.578799,0.604974,0.802017,0.598663,0.037013,-0.160022
0.500000,0.437500,0.875000,0.214041,0.160683,0.738845,0.293596,0.213759,0.666236,0.215929,0.232777,0.520866,0.599934,0.615149,0.804591,0.611176,0.055267,-0.153591
0.562500,0.437500,0.875000,0.276518,0.160683,0.738845,0.320708,0.227046,0.667345,0.241720,0.246080,0.526701,0.622927,0.626651,0.807585,0.625131,0.074163,-0.146413
0.625000,0.437500,0.875000,0.348510,0.160683,0.738845,0.351949,0.242357,0.668623,0.271439,0.261410,0.533425,0.647477,0.639402,0.811007,0.640402,0.093297,-0.138564
0.687500,0.437500,0.875000,0.430393,0.160683,0.738845,0.387482,0.259772,0.670077,0.305241,0.278845,0.541073,0.673309,0.653312,0.814864,0.656863,0.112348,-0.130125
0.750000,0.437500,0.875000,0.522522,0.160683,0.738845,0.427461,0.279365,0.671713,0.343273,0.298461,0.549678,0.700186,0.668286,0.819161,0.674385,0.131080,-0.121183
0.812500,0.437500,0.875000,0.625232,0.160683,0.738845,0.472032,0.301208,0.673537,0.385673,0.320331,0.559271,0.727902,0.684226,0.823899,0.692849,0.149327,-0.111819
0.875000,0.437500,0.875000,0.738845,0.160683,0.738845,0.521335,0.325371,0.675554,0.432573,0.344522,0.569882,0.756287,0.701034,0.829077,0.712141,0.166986,-0.102114
0.937500,0.437500,0.875000,0.863669,0.160683,0.738845,0.575502,0.351918,0.677771,0.484102,0.371101,0.581541,0.785198,0.718617,0.834693,0.732156,0.184001,-0.092143
1.000000,0.437500,0.875000,1.000000,0.160683,0.738845,0.634663,0.380912,0.680192,0.540381,0.400129,0.594274,0.814517,0.736886,0.840741,0.752800,0.200351,-0.081974
0.000000,0.500000,0.875000,0.000000,0.214041,0.738845,0.220787,0.206398,0.668276,0.155836,0.223594,0.516468,0.538133,0.606951,0.802320,0.591672,-0.048090,-0.159773
0.062500,0.500000,0.875000,0.005156,0.214041,0.738845,0.223024,0.207495,0.668368,0.157965,0.224692,0.516949,0.540572,0.607943,0.802570,0.592972,-0.045562,-0.159135
0.125000,0.500000,0.875000,0.014350,0.214041,0.738845,0.227014,0.209450,0.668531,0.161760,0.226650,0.517808,0.544867,0.609703,0.803014,0.595271,-0.041141,-0.158005
0.187500,0.500000,0.875000,0.029343,0.214041,0.738845,0.233520,0.212639,0.668797,0.167949,0.229842,0.519209,0.551729,0.612552,0.803737,0.598973,-0.034161,-0.156182
0.250000,0.500000,0.875000,0.050876,0.214041,0.738845,0.242865,0.217218,0.669180,0.176838,0.234427,0.521220,0.561296,0.616599,0.804773,0.604194,-0.024598,-0.153605
0.312500,0.500000,0.875000,0.079581,0.214041,0.738845,0.255321,0.223323,0.669689,0.188688,0.240539,0.523901,0.573564,0.621912,0.806151,0.610986,-0.012615,-0.150242
0.375000,0.500000,0.875000,0.116016,0.214041,0.738845,0.271132,0.231072,0.670336,0.203729,0.248297,0.527304,0.588416,0.628527,0.807893,0.619355,0.001481,-0.146088
0.437500,0.500000,0.875000,0.160683,0.214041,0.738845,0.290515,0.240571,0.671129,0.222168,0.257808,0.531476,0.605657,0.636452,0.810018,0.629264,0.017297,-0.141156
0.500000,0.500000,0.875000,0.214041,0.214041,0.738845,0.313670,0.251919,0.672077,0.244195,0.269169,0.536459,0.625046,0.645667,0.812542,0.640648,0.034405,-0.135482
0.562500,0.500000,0.875000,0.276518,0.214041,0.738845,0.340782,0.265206,0.673186,0.269986,0.282472,0.542295,0.646319,0.656133,0.815477,0.653419,0.052387,-0.129112
0.625000,0.500000,0.875000,0.348510,0.214041,0.738845,0.372023,0.280517,0.674465,0.299705,0.297801,0.549019,0.669213,0.667794,0.818834,0.667477,0.070866,-0.122106
0.687500,0.500000,0.875000,0.430393,0.214041,0.738845,0.407556,0.297931,0.675918,0.333507,0.315237,0.556667,0.693482,0.680580,0.822618,0.682716,0.089522,-0.114529
0.750000,0.500000,0.875000,0.522522,0.214041,0.738845,0.447535,0.317524,0.677554,0.371539,0.334853,0.565271,0.718899,0.694413,0.826835,0.699027,0.108101,-0.106452
0.812500,0.500000,0.875000,0.625232,0.214041,0.738845,0.492106,0.339368,0.679378,0.413938,0.356723,0.574864,0.745267,0.709213,0.831486,0.716303,0.126409,-0.097945
0.875000,0.500000,0.875000,0.738845,0.214041,0.738845,0.541408,0.363530,0.681396,0.460839,0.380914,0.585476,0.772413,0.724896,0.836571,0.734441,0.144309,-0.089078
0.937500,0.500000,0.875000,0.863669,0.214041,0.738845,0.595576,0.390077,0.683612,0.512368,0.407492,0.597134,0.800191,0.741378,0.842088,0.753346,0.161711,-0.079918
1.000000,0.500000,0.875000,1.000000,0.214041,0.738845,0.654737,0.419071,0.686033,0.568647,0.436521,0.609868,0.828478,0.758581,0.848031,0.772926,0.178562,-0.070526
0.000000,0.562500,0.875000,0.000000,0.276518,0.738845,0.244291,0.251078,0.675115,0.188932,0.266205,0.534726,0.573811,0.643288,0.811666,0.627981,-0.061556,-0.137963
0.062500,0.562500,0.875000,0.005156,0.276518,0.738845,0.246528,0.252175,0.675207,0.191060,0.267303,0.535208,0.575957,0.644171,0.811909,0.629132,-0.059345,-0.137413
0.125000,0.562500,0.875000,0.014350,0.276518,0.738845,0.250518,0.254130,0.675370,0.194856,0.269261,0.536066,0.579746,0.645740,0.812343,0.631173,-0.055465,-0.136438
0.187500,0.562500,0.875000,0.029343,0.276518,0.738845,0.257024,0.257319,0.675636,0.201045,0.272453,0.537467,0.585820,0.648282,0.813050,0.634466,-0.049305,-0.134862
0.250000,0.562500,0.875000,0.050876,0.276518,0.738845,0.266369,0.261898,0.676019,0.209934,0.277038,0.539478,0.594330,0.651898,0.814063,0.639122,-0.040799,-0.132630
0.312500,0.562500,0.875000,0.079581,0.276518,0.738845,0.278825,0.268003,0.676528,0.221784,0.283150,0.542159,0.605309,0.656657,0.815409,0.645204,-0.030035,-0.129709
0.375000,0.562500,0.875000,0.116016,0.276518,0.738845,0.294636,0.275752,0.677175,0.236825,0.290908,0.545562,0.618694,0.662601,0.817112,0.652731,-0.017226,-0.126087
0.437500,0.562500,0.875000,0.160683,0.276518,0.738845,0.314019,0.285251,0.677969,0.255264,0.300419,0.549734,0.634351,0.669744,0.819189,0.661687,-0.002669,-0.121769
0.500000,0.562500,0.875000,0.214041,0.276518,0.738845,0.337174,0.296599,0.678916,0.277291,0.311780,0.554717,0.652096,0.678083,0.821657,0.672029,0.013292,-0.116778
0.562500,0.562500,0.875000,0.276518,0.276518,0.738845,0.364286,0.309886,0.680025,0.303081,0.325083,0.560553,0.671717,0.687593,0.824528,0.683694,0.030300,-0.111147
0.625000,0.562500,0.875000,0.348510,0.276518,0.738845,0.395527,0.325197,0.681304,0.332801,0.340412,0.567277,0.692992,0.698235,0.827812,0.696604,0.048015,-0.104921
0.687500,0.562500,0.875000,0.430393,0.276518,0.738845,0.431060,0.342611,0.682758,0.366603,0.357847,0.574925,0.715702,0.709958,0.831515,0.710672,0.066134,-0.098152
0.750000,0.562500,0.875000,0.522522,0.276518,0.738845,0.471039,0.362204,0.684394,0.404634,0.377464,0.583529,0.739641,0.722701,0.835643,0.725806,0.084399,-0.090895
0.812500,0.562500,0.875000,0.625232,0.276518,0.738845,0.515610,0.384048,0.686217,0.447034,0.399333,0.593122,0.764622,0.736397,0.840198,0.741914,0.102602,-0.083210
0.875000,0.562500,0.875000,0.738845,0.276518,0.738845,0.564913,0.408211,0.688235,0.493935,0.423525,0.603734,0.790478,0.750976,0.845179,0.758906,0.120581,-0.075156
0.937500,0.562500,0.875000,0.863669,0.276518,0.738845,0.619080,0.434757,0.690451,0.545464,0.450103,0.615392,0.817062,0.766368,0.850584,0.776694,0.138221,-0.066791
1.000000,0.562500,0.875000,1.000000,0.276518,0.738845,0.678241,0.463751,0.692872,0.601742,0.479132,0.628126,0.844248,0.782501,0.856411,0.795195,0.155439,-0.058170
0.000000,0.625000,0.875000,0.000000,0.348510,0.738845,0.271375,0.302564,0.682996,0.227069,0.315306,0.555765,0.610079,0.680629,0.822174,0.665205,-0.075770,-0.116291
0.062500,0.625000,0.875000,0.005156,0.348510,0.738845,0.273613,0.303660,0.683088,0.229197,0.316404,0.556247,0.611979,0.681418,0.822412,0.666230,-0.073821,-0.115816
0.125000,0.625000,0.875000,0.014350,0.348510,0.738845,0.277603,0.305616,0.683251,0.232993,0.318361,0.557106,0.615339,0.682821,0.822834,0.668049,-0.070391,-0.114974
0.187500,0.625000,0.875000,0.029343,0.348510,0.738845,0.284109,0.308804,0.683517,0.239182,0.321554,0.558506,0.620740,0.685096,0.823523,0.670988,-0.064921,-0.113610
0.250000,0.625000,0.875000,0.050876,0.348510,0.738845,0.293453,0.313384,0.683900,0.248071,0.326139,0.560517,0.628336,0.688337,0.824511,0.675155,-0.057321,-0.111675
0.312500,0.625000,0.875000,0.079581,0.348510,0.738845,0.305910,0.319489,0.684409,0.259921,0.332251,0.563198,0.638186,0.692610,0.825823,0.680614,-0.047626,-0.109136
0.375000,0.625000,0.875000,0.116016,0.348510,0.738845,0.321721,0.327237,0.685056,0.274962,0.340009,0.566601,0.650265,0.697959,0.827483,0.687395,-0.035976,-0.105978
0.437500,0.625000,0.875000,0.160683,0.348510,0.738845,0.341104,0.336737,0.685849,0.293400,0.349520,0.570773,0.664488,0.704407,0.829509,0.695497,-0.022591,-0.102201
0.500000,0.625000,0.875000,0.214041,0.348510,0.738845,0.364259,0.348085,0.686797,0.315427,0.360881,0.575757,0.680717,0.711959,0.831916,0.704895,-0.007744,-0.097816
0.562500,0.625000,0.875000,0.276518,0.348510,0.738845,0.391370,0.361372,0.687906,0.341218,0.374184,0.581592,0.698786,0.720601,0.834717,0.715545,0.008269,-0.092848
0.625000,0.625000,0.875000,0.348510,0.348510,0.738845,0.422611,0.376683,0.689185,0.370938,0.389513,0.588316,0.718511,0.730310,0.837922,0.727389,0.025151,-0.087329
0.687500,0.625000,0.875000,0.430393,0.348510,0.738845,0.458145,0.394097,0.690639,0.404740,0.406948,0.595964,0.739705,0.741048,0.841537,0.740356,0.042623,-0.081298
0.750000,0.625000,0.875000,0.522522,0.348510,0.738845,0.498124,0.413690,0.692274,0.442771,0.426565,0.604569,0.762184,0.752769,0.845568,0.754372,0.060438,-0.074800
0.812500,0.625000,0.875000,0.625232,0.348510,0.738845,0.542695,0.435534,0.694098,0.485171,0.448434,0.614162,0.785775,0.765420,0.850017,0.769359,0.078382,-0.067884
0.875000,0.625000,0.875000,0.738845,0.348510,0.738845,0.591997,0.459696,0.696116,0.532072,0.472626,0.624773,0.810320,0.778943,0.854884,0.785237,0.096283,-0.060599
0.937500,0.625000,0.875000,0.863669,0.348510,0.738845,0.646165,0.486243,0.698332,0.583600,0.499204,0.636432,0.835677,0.793279,0.860169,0.801930,0.114003,-0.052994
1.000000,0.625000,0.875000,1.000000,0.348510,0.738845,0.705325,0.515237,0.700753,0.639879,0.528233,0.649165,0.861720,0.808367,0.865868,0.819361,0.131442,-0.045118
0.000000,0.687500,0.875000,0.000000,0.430393,0.738845,0.302181,0.361123,0.691960,0.270445,0.371153,0.579695,0.646685,0.718650,0.833809,0.703036,-0.090456,-0.094990
0.062500,0.687500,0.875000,0.005156,0.430393,0.738845,0.304418,0.362219,0.692051,0.272574,0.372250,0.580176,0.648377,0.719358,0.834040,0.703953,-0.088725,-0.094579
0.125000,0.687500,0.875000,0.014350,0.430393,0.738845,0.308408,0.364175,0.692215,0.276369,0.374208,0.581035,0.651373,0.720617,0.834451,0.705581,-0.085671,-0.093849
0.187500,0.687500,0.875000,0.029343,0.430393,0.738845,0.314914,0.367363,0.692481,0.282558,0.377400,0.582435,0.656200,0.722660,0.835121,0.708215,-0.080785,-0.092666
0.250000,0.687500,0.875000,0.050876,0.430393,0.738845,0.324258,0.371943,0.692863,0.291447,0.381985,0.584447,0.663010,0.725575,0.836081,0.711958,-0.073960,-0.090984
0.312500,0.687500,0.875000,0.079581,0.430393,0.738845,0.336715,0.378048,0.693373,0.303297,0.388098,0.587128,0.671877,0.729424,0.837357,0.716874,-0.065196,-0.088773
0.375000,0.687500,0.875000,0.116016,0.430393,0.738845,0.352526,0.385796,0.694020,0.318338,0.395856,0.590531,0.682804,0.734253,0.838972,0.722999,-0.054580,-0.086017
0.437500,0.687500,0.875000,0.160683,0.430393,0.738845,0.371909,0.395296,0.694813,0.336777,0.405366,0.594703,0.695741,0.740087,0.840943,0.730343,-0.042271,-0.082709
0.500000,0.687500,0.875000,0.214041,0.430393,0.738845,0.395064,0.406644,0.695760,0.358804,0.416728,0.599686,0.710590,0.746937,0.843286,0.738895,-0.028481,-0.078856
0.562500,0.687500,0.875000,0.276518,0.430393,0.738845,0.422175,0.419931,0.696870,0.384595,0.430031,0.605522,0.727223,0.754802,0.846012,0.748627,-0.013453,-0.074474
0.625000,0.687500,0.875000,0.348510,0.430393,0.738845,0.453417,0.435242,0.698148,0.414314,0.445360,0.612246,0.745492,0.763666,0.849132,0.759494,0.002562,-0.069585
0.687500,0.687500,0.875000,0.430393,0.430393,0.738845,0.488950,0.452656,0.699602,0.448116,0.462795,0.619893,0.765239,0.773504,0.852653,0.771443,0.019314,-0.064220
0.750000,0.687500,0.875000,0.522522,0.430393,0.738845,0.528929,0.472249,0.701238,0.486147,0.482411,0.628498,0.786302,0.784282,0.856580,0.784413,0.036571,-0.058413
0.812500,0.687500,0.875000,0.625232,0.430393,0.738845,0.573500,0.494093,0.703062,0.528547,0.504281,0.638091,0.808527,0.795959,0.860916,0.798340,0.054128,-0.052204
0.875000,0.687500,0.875000,0.738845,0.430393,0.738845,0.622802,0.518255,0.705079,0.575448,0.528472,0.648703,0.831768,0.808489,0.865662,0.813155,0.071807,-0.045632
0.937500,0.687500,0.875000,0.863669,0.430393,0.738845,0.676970,0.544802,0.707296,0.626977,0.555051,0.660361,0.855888,0.821822,0.870818,0.828792,0.089461,-0.038739
1.000000,0.687500,0.875000,1.000000,0.430393,0.738845,0.736131,0.573796,0.709716,0.683255,0.584079,0.673094,0.880767,0.835906,0.876379,0.845182,0.106973,-0.031568
0.000000,0.750000,0.875000,0.000000,0.522522,0.738845,0.336840,0.427009,0.702045,0.319249,0.433987,0.606618,0.683455,0.757110,0.846523,0.741245,-0.105401,-0.074214
0.062500,0.750000,0.875000,0.005156,0.522522,0.738845,0.339078,0.428105,0.702136,0.321377,0.435084,0.607100,0.684970,0.757747,0.846747,0.742069,-0.103851,-0.073857
0.125000,0.750000,0.875000,0.014350,0.522522,0.738845,0.343067,0.430060,0.702300,0.325172,0.437042,0.607959,0.687656,0.758882,0.847146,0.743533,-0.101115,-0.073221
0.187500,0.750000,0.875000,0.029343,0.522522,0.738845,0.349574,0.433249,0.702566,0.331362,0.440234,0.609359,0.691991,0.760726,0.847795,0.745906,-0.096723,-0.072192
0.250000,0.750000,0.875000,0.050876,0.522522,0.738845,0.358918,0.437828,0.702948,0.340251,0.444819,0.611370,0.698125,0.763357,0.848727,0.749281,-0.090563,-0.070726
0.312500,0.750000,0.875000,0.079581,0.522522,0.738845,0.371375,0.443933,0.703458,0.352101,0.450932,0.614051,0.706137,0.766838,0.849966,0.753725,-0.082609,-0.068796
0.375000,0.750000,0.875000,0.116016,0.522522,0.738845,0.387185,0.451682,0.704105,0.367141,0.458690,0.617454,0.716052,0.771211,0.851533,0.759275,-0.072911,-0.066384
0.437500,0.750000,0.875000,0.160683,0.522522,0.738845,0.406568,0.461181,0.704898,0.385580,0.468200,0.621626,0.727844,0.776504,0.853447,0.765950,-0.061581,-0.063482
0.500000,0.750000,0.875000,0.214041,0.522522,0.738845,0.429723,0.472529,0.705846,0.407607,0.479562,0.626610,0.741448,0.782735,0.855721,0.773749,-0.048779,-0.060092
0.562500,0.750000,0.875000,0.276518,0.522522,0.738845,0.456835,0.485816,0.706955,0.433398,0.492865,0.632445,0.756767,0.789907,0.858370,0.782654,-0.034701,-0.056223
0.625000,0.750000,0.875000,0.348510,0.522522,0.738845,0.488076,0.501127,0.708233,0.463117,0.508194,0.639169,0.773684,0.798013,0.861401,0.792634,-0.019560,-0.051891
