R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.250000,0.250000,0.125000,0.050876,0.050876,0.014350,0.043942,0.048240,0.018997,0.048777,0.047039,0.028436,0.365376,0.360983,0.305226,0.362134,-0.016435,0.045203
0.312500,0.250000,0.125000,0.079581,0.050876,0.014350,0.056399,0.054345,0.019507,0.060627,0.053151,0.031117,0.392846,0.375986,0.314533,0.379784,0.005660,0.050132
0.375000,0.250000,0.125000,0.116016,0.050876,0.014350,0.072209,0.062093,0.020154,0.075668,0.060909,0.034520,0.422964,0.393454,0.325604,0.399941,0.027798,0.055633
0.437500,0.250000,0.125000,0.160683,0.050876,0.014350,0.091593,0.071593,0.020947,0.094107,0.070420,0.038692,0.454856,0.412951,0.338225,0.422074,0.049216,0.061514
0.500000,0.250000,0.125000,0.214041,0.050876,0.014350,0.114747,0.082941,0.021894,0.116134,0.081781,0.043675,0.487887,0.434062,0.352165,0.445723,0.069564,0.067622
0.562500,0.250000,0.125000,0.276518,0.050876,0.014350,0.141859,0.096228,0.023004,0.141925,0.095084,0.049511,0.521618,0.456425,0.367197,0.470509,0.088746,0.073845
0.625000,0.250000,0.125000,0.348510,0.050876,0.014350,0.173100,0.111539,0.024282,0.171644,0.110413,0.056235,0.555746,0.479741,0.383120,0.496130,0.106799,0.080104
0.687500,0.250000,0.125000,0.430393,0.050876,0.014350,0.208633,0.128953,0.025736,0.205446,0.127849,0.063883,0.590064,0.503770,0.399755,0.522354,0.123823,0.086349
0.750000,0.250000,0.125000,0.522522,0.050876,0.014350,0.248612,0.148546,0.027372,0.243477,0.147465,0.072487,0.624434,0.528319,0.416953,0.549000,0.139933,0.092549
0.812500,0.250000,0.125000,0.625232,0.050876,0.014350,0.293183,0.170390,0.029195,0.285877,0.169335,0.082080,0.658759,0.553242,0.434590,0.575932,0.155248,0.098684
0.875000,0.250000,0.125000,0.738845,0.050876,0.014350,0.342486,0.194552,0.031213,0.332778,0.193526,0.092692,0.692976,0.578424,0.452565,0.603045,0.169872,0.104747
0.937500,0.250000,0.125000,0.863669,0.050876,0.014350,0.396653,0.221099,0.033429,0.384307,0.220104,0.104350,0.727042,0.603777,0.470794,0.630260,0.183897,0.110732
1.000000,0.250000,0.125000,1.000000,0.050876,0.014350,0.455814,0.250093,0.035850,0.440585,0.249133,0.117084,0.760928,0.629231,0.489214,0.657518,0.197404,0.116640
0.000000,0.312500,0.125000,0.000000,0.079581,0.014350,0.032663,0.057949,0.021236,0.042981,0.055784,0.032073,0.350289,0.382094,0.317721,0.375663,-0.091916,0.051233
0.062500,0.312500,0.125000,0.005156,0.079581,0.014350,0.034901,0.059045,0.021327,0.045110,0.056882,0.032554,0.355978,0.384584,0.319303,0.378830,-0.085998,0.052050
0.125000,0.312500,0.125000,0.014350,0.079581,0.014350,0.038891,0.061000,0.021491,0.048905,0.058840,0.033413,0.365694,0.388947,0.322087,0.384325,-0.076119,0.053466
0.187500,0.312500,0.125000,0.029343,0.079581,0.014350,0.045397,0.064189,0.021757,0.055094,0.062032,0.034814,0.380513,0.395857,0.326525,0.392910,-0.061592,0.055670
0.250000,0.312500,0.125000,0.050876,0.079581,0.014350,0.054741,0.068768,0.022139,0.063984,0.066617,0.036825,0.399966,0.405379,0.332695,0.404536,-0.043459,0.058638
0.312500,0.312500,0.125000,0.079581,0.079581,0.014350,0.067198,0.074873,0.022649,0.075833,0.072729,0.039506,0.423273,0.417416,0.340581,0.418962,-0.023038,0.062287
0.375000,0.312500,0.125000,0.116016,0.079581,0.014350,0.083009,0.082622,0.023296,0.090874,0.080487,0.042909,0.449587,0.431760,0.350092,0.435844,-0.001537,0.066505
0.437500,0.312500,0.125000,0.160683,0.079581,0.014350,0.102392,0.092121,0.024089,0.109313,0.089998,0.047081,0.478142,0.448137,0.361089,0.454806,0.020127,0.071171
0.500000,0.312500,0.125000,0.214041,0.079581,0.014350,0.125547,0.103469,0.025036,0.131340,0.101359,0.052064,0.508314,0.466252,0.373405,0.475483,0.041361,0.076173
0.562500,0.312500,0.125000,0.276518,0.079581,0.014350,0.152658,0.116756,0.026146,0.157131,0.114662,0.057900,0.539619,0.485818,0.386864,0.497543,0.061831,0.081415
0.625000,0.312500,0.125000,0.348510,0.079581,0.014350,0.183899,0.132067,0.027424,0.186850,0.129991,0.064624,0.571695,0.506568,0.401295,0.520703,0.081385,0.086819
0.687500,0.312500,0.125000,0.430393,0.079581,0.014350,0.219433,0.149482,0.028878,0.220652,0.147426,0.072271,0.604277,0.528273,0.416539,0.544723,0.099989,0.092325
0.750000,0.312500,0.125000,0.522522,0.079581,0.014350,0.259412,0.169075,0.030514,0.258684,0.167043,0.080876,0.637171,0.550735,0.432454,0.569408,0.117675,0.097890
0.812500,0.312500,0.125000,0.625232,0.079581,0.014350,0.303983,0.190918,0.032338,0.301083,0.188913,0.090469,0.670238,0.573791,0.448918,0.594597,0.134505,0.103480
0.875000,0.312500,0.125000,0.738845,0.079581,0.014350,0.353285,0.215081,0.034355,0.347984,0.213104,0.101081,0.703374,0.597306,0.465825,0.620164,0.150558,0.109073
0.937500,0.312500,0.125000,0.863669,0.079581,0.014350,0.407453,0.241628,0.036572,0.399513,0.239682,0.112739,0.736507,0.621172,0.483087,0.646007,0.165912,0.114654
1.000000,0.312500,0.125000,1.000000,0.079581,0.014350,0.466613,0.270621,0.038992,0.455792,0.268711,0.125473,0.769583,0.645300,0.500629,0.672045,0.180644,0.120211
0.000000,0.375000,0.125000,0.000000,0.116016,0.014350,0.046371,0.084005,0.025224,0.062282,0.080634,0.042721,0.396388,0.432022,0.349579,0.424858,-0.107630,0.065746
0.062500,0.375000,0.125000,0.005156,0.116016,0.014350,0.048608,0.085101,0.025316,0.064410,0.081731,0.043202,0.400853,0.433973,0.350888,0.427341,-0.102949,0.066331
0.125000,0.375000,0.125000,0.014350,0.116016,0.014350,0.052598,0.087057,0.025479,0.068206,0.083689,0.044061,0.408577,0.437411,0.353198,0.431686,-0.094980,0.067354
0.187500,0.375000,0.125000,0.029343,0.116016,0.014350,0.059104,0.090245,0.025745,0.074395,0.086881,0.045461,0.420579,0.442903,0.356900,0.438556,-0.082909,0.068970
0.250000,0.375000,0.125000,0.050876,0.116016,0.014350,0.068448,0.094825,0.026128,0.083284,0.091466,0.047472,0.436704,0.450561,0.362088,0.448005,-0.067275,0.071188
0.312500,0.375000,0.125000,0.079581,0.116016,0.014350,0.080905,0.100930,0.026637,0.095134,0.097579,0.050153,0.456505,0.460382,0.368780,0.459939,-0.048944,0.073976
0.375000,0.375000,0.125000,0.116016,0.116016,0.014350,0.096716,0.108678,0.027284,0.110175,0.105337,0.053556,0.479396,0.472273,0.376939,0.474160,-0.028868,0.077279
0.437500,0.375000,0.125000,0.160683,0.116016,0.014350,0.116099,0.118178,0.028077,0.128614,0.114847,0.057728,0.504772,0.486079,0.386482,0.490419,-0.007902,0.081026
0.500000,0.375000,0.125000,0.214041,0.116016,0.014350,0.139254,0.129526,0.029025,0.150640,0.126209,0.062712,0.532084,0.501606,0.397298,0.508445,0.013285,0.085141
0.562500,0.375000,0.125000,0.276518,0.116016,0.014350,0.166365,0.142813,0.030134,0.176431,0.139512,0.068547,0.560865,0.518645,0.409258,0.527976,0.034223,0.089553
0.625000,0.375000,0.125000,0.348510,0.116016,0.014350,0.197607,0.158124,0.031413,0.206151,0.154841,0.075271,0.590738,0.536984,0.422224,0.548764,0.054614,0.094196
0.687500,0.375000,0.125000,0.430393,0.116016,0.014350,0.233140,0.175538,0.032867,0.239953,0.172276,0.082919,0.621406,0.556427,0.436065,0.570592,0.074294,0.099017
0.750000,0.375000,0.125000,0.522522,0.116016,0.014350,0.273119,0.195131,0.034502,0.277984,0.191892,0.091524,0.652640,0.576792,0.450656,0.593268,0.093190,0.103968
0.812500,0.375000,0.125000,0.625232,0.116016,0.014350,0.317690,0.216975,0.036326,0.320384,0.213762,0.101117,0.684264,0.597921,0.465881,0.616630,0.111290,0.109014
0.875000,0.375000,0.125000,0.738845,0.116016,0.014350,0.366992,0.241137,0.038344,0.367285,0.237953,0.111728,0.716145,0.619675,0.481639,0.640540,0.128619,0.114126
0.937500,0.375000,0.125000,0.863669,0.116016,0.014350,0.421160,0.267684,0.040560,0.418813,0.264532,0.123387,0.748181,0.641937,0.497840,0.664884,0.145221,0.119280
1.000000,0.375000,0.125000,1.000000,0.116016,0.014350,0.480321,0.296678,0.042981,0.475092,0.293560,0.136120,0.780296,0.664608,0.514408,0.689567,0.161151,0.124460
0.000000,0.437500,0.125000,0.000000,0.160683,0.014350,0.063175,0.115948,0.030114,0.085943,0.111097,0.055774,0.441304,0.480730,0.382071,0.472834,-0.122441,0.078762
0.062500,0.437500,0.125000,0.005156,0.160683,0.014350,0.065412,0.117045,0.030205,0.088072,0.112195,0.056256,0.444917,0.482308,0.383167,0.474843,-0.118633,0.079204
0.125000,0.437500,0.125000,0.014350,0.160683,0.014350,0.069402,0.119000,0.030369,0.091867,0.114153,0.057114,0.451218,0.485097,0.385107,0.478375,-0.112068,0.079982
0.187500,0.437500,0.125000,0.029343,0.160683,0.014350,0.075908,0.122189,0.030635,0.098056,0.117345,0.058515,0.461132,0.489578,0.388229,0.484004,-0.101933,0.081222
0.250000,0.437500,0.125000,0.050876,0.160683,0.014350,0.085252,0.126768,0.031017,0.106946,0.121930,0.060526,0.474665,0.495873,0.392627,0.491830,-0.088471,0.082943
0.312500,0.437500,0.125000,0.079581,0.160683,0.014350,0.097709,0.132873,0.031527,0.118795,0.128042,0.063207,0.491586,0.504024,0.398341,0.501837,-0.072222,0.085141
0.375000,0.437500,0.125000,0.116016,0.160683,0.014350,0.113520,0.140622,0.032174,0.133836,0.135800,0.066610,0.511514,0.514005,0.405365,0.513923,-0.053878,0.087790
0.437500,0.437500,0.125000,0.160683,0.160683,0.014350,0.132903,0.150121,0.032967,0.152275,0.145311,0.070782,0.534002,0.525734,0.413657,0.527931,-0.034148,0.090848
0.500000,0.437500,0.125000,0.214041,0.160683,0.014350,0.156058,0.161469,0.033914,0.174302,0.156673,0.075765,0.558600,0.539094,0.423146,0.543671,-0.013663,0.094269
0.562500,0.437500,0.125000,0.276518,0.160683,0.014350,0.183169,0.174756,0.035024,0.200093,0.169975,0.081601,0.584894,0.553939,0.433742,0.560943,0.007068,0.098003
0.625000,0.437500,0.125000,0.348510,0.160683,0.014350,0.214411,0.190067,0.036302,0.229812,0.185305,0.088325,0.612526,0.570114,0.445342,0.579548,0.027668,0.101999
0.687500,0.437500,0.125000,0.430393,0.160683,0.014350,0.249944,0.207481,0.037756,0.263614,0.202740,0.095973,0.641194,0.587462,0.457842,0.599298,0.047877,0.106212
0.750000,0.437500,0.125000,0.522522,0.160683,0.014350,0.289923,0.227074,0.039392,0.301646,0.222356,0.104577,0.670655,0.605829,0.471136,0.620020,0.067534,0.110602
0.812500,0.437500,0.125000,0.625232,0.160683,0.014350,0.334494,0.248918,0.041216,0.344045,0.244226,0.114170,0.700710,0.625073,0.485122,0.641561,0.086550,0.115134
0.875000,0.437500,0.125000,0.738845,0.160683,0.014350,0.383796,0.273080,0.043233,0.390946,0.268417,0.124782,0.731205,0.645065,0.499709,0.663785,0.104888,0.119777
0.937500,0.437500,0.125000,0.863669,0.160683,0.014350,0.437964,0.299627,0.045450,0.442475,0.294996,0.136440,0.762014,0.665690,0.514811,0.686576,0.122544,0.124507
1.000000,0.437500,0.125000,1.000000,0.160683,0.014350,0.497125,0.328621,0.047870,0.498754,0.324024,0.149174,0.793040,0.686846,0.530352,0.709832,0.139538,0.129304
0.000000,0.500000,0.125000,0.000000,0.214041,0.014350,0.083249,0.154108,0.035955,0.114209,0.147489,0.071368,0.485177,0.528348,0.414795,0.519725,-0.136559,0.090709
0.062500,0.500000,0.125000,0.005156,0.214041,0.014350,0.085486,0.155204,0.036046,0.116337,0.148587,0.071849,0.488172,0.529656,0.415726,0.521389,-0.133390,0.091058
0.125000,0.500000,0.125000,0.014350,0.214041,0.014350,0.089476,0.157160,0.036210,0.120133,0.150545,0.072708,0.493424,0.531972,0.417376,0.524326,-0.127883,0.091673
0.187500,0.500000,0.125000,0.029343,0.214041,0.014350,0.095982,0.160348,0.036476,0.126322,0.153737,0.074108,0.501757,0.535706,0.420038,0.529032,-0.119271,0.092658
0.250000,0.500000,0.125000,0.050876,0.214041,0.014350,0.105326,0.164928,0.036858,0.135211,0.158322,0.076119,0.513260,0.540979,0.423804,0.535623,-0.107627,0.094039
0.312500,0.500000,0.125000,0.079581,0.214041,0.014350,0.117783,0.171032,0.037368,0.147061,0.164434,0.078800,0.527836,0.547853,0.428722,0.544126,-0.093273,0.095820
0.375000,0.500000,0.125000,0.116016,0.214041,0.014350,0.133594,0.178781,0.038015,0.162102,0.172192,0.082203,0.545250,0.556337,0.434807,0.554499,-0.076690,0.097991
0.437500,0.500000,0.125000,0.160683,0.214041,0.014350,0.152977,0.188281,0.038808,0.180541,0.181703,0.086375,0.565186,0.566397,0.442042,0.566648,-0.058428,0.100532
0.500000,0.500000,0.125000,0.214041,0.214041,0.014350,0.176132,0.199628,0.039756,0.202568,0.193064,0.091359,0.587295,0.577964,0.450385,0.580447,-0.039029,0.103412
0.562500,0.500000,0.125000,0.276518,0.214041,0.014350,0.203243,0.212915,0.040865,0.228358,0.206367,0.097194,0.611231,0.590945,0.459776,0.595748,-0.018977,0.106598
0.625000,0.500000,0.125000,0.348510,0.214041,0.014350,0.234485,0.228226,0.042143,0.258078,0.221697,0.103918,0.636674,0.605229,0.470144,0.612397,0.001329,0.110055
0.687500,0.500000,0.125000,0.430393,0.214041,0.014350,0.270018,0.245641,0.043597,0.291880,0.239132,0.111566,0.663338,0.620696,0.481405,0.630237,0.021582,0.113746
0.750000,0.500000,0.125000,0.522522,0.214041,0.014350,0.309997,0.265234,0.045233,0.329911,0.258748,0.120171,0.690980,0.637224,0.493476,0.649123,0.041557,0.117638
0.812500,0.500000,0.125000,0.625232,0.214041,0.014350,0.354568,0.287077,0.047057,0.372311,0.280618,0.129764,0.719397,0.654694,0.506273,0.668915,0.061105,0.121701
0.875000,0.500000,0.125000,0.738845,0.214041,0.014350,0.403870,0.311240,0.049074,0.419212,0.304809,0.140375,0.748418,0.672991,0.519713,0.689489,0.080129,0.125906
0.937500,0.500000,0.125000,0.863669,0.214041,0.014350,0.458038,0.337787,0.051291,0.470741,0.331388,0.152034,0.777906,0.692009,0.533720,0.710731,0.098579,0.130230
1.000000,0.500000,0.125000,1.000000,0.214041,0.014350,0.517198,0.366781,0.053711,0.527019,0.360416,0.164767,0.807747,0.711653,0.548223,0.732542,0.116435,0.134651
0.000000,0.562500,0.125000,0.000000,0.276518,0.014350,0.106753,0.198788,0.042794,0.147305,0.190100,0.089626,0.528128,0.574991,0.447518,0.565647,-0.150133,0.101870
0.062500,0.562500,0.125000,0.005156,0.276518,0.014350,0.108990,0.199884,0.042886,0.149433,0.191198,0.090107,0.530659,0.576095,0.448318,0.567053,-0.147448,0.102153
0.125000,0.562500,0.125000,0.014350,0.276518,0.014350,0.112980,0.201840,0.043049,0.153229,0.193156,0.090966,0.535115,0.578055,0.449738,0.569540,-0.142755,0.102654
0.187500,0.562500,0.125000,0.029343,0.276518,0.014350,0.119486,0.205028,0.043315,0.159418,0.196348,0.092366,0.542224,0.581222,0.452034,0.573541,-0.135349,0.103461
0.250000,0.562500,0.125000,0.050876,0.276518,0.014350,0.128830,0.209608,0.043697,0.168307,0.200933,0.094378,0.552121,0.585711,0.455291,0.579173,-0.125209,0.104597
0.312500,0.562500,0.125000,0.079581,0.276518,0.014350,0.141287,0.215713,0.044207,0.180157,0.207045,0.097059,0.564786,0.591591,0.459563,0.586487,-0.112512,0.106074
0.375000,0.562500,0.125000,0.116016,0.276518,0.014350,0.157098,0.223461,0.044854,0.195198,0.214803,0.100462,0.580085,0.598890,0.464872,0.595478,-0.097583,0.107890
0.437500,0.562500,0.125000,0.160683,0.276518,0.014350,0.176481,0.232961,0.045647,0.213636,0.224314,0.104633,0.597803,0.607601,0.471220,0.606095,-0.080832,0.110035
0.500000,0.562500,0.125000,0.214041,0.276518,0.014350,0.199636,0.244309,0.046595,0.235663,0.235675,0.109617,0.617681,0.617691,0.478585,0.618255,-0.062701,0.112491
0.562500,0.562500,0.125000,0.276518,0.276518,0.014350,0.226748,0.257596,0.047704,0.261454,0.248978,0.115452,0.639438,0.629101,0.486931,0.631855,-0.043614,0.115237
0.625000,0.562500,0.125000,0.348510,0.276518,0.014350,0.257989,0.272907,0.048982,0.291174,0.264307,0.122176,0.662802,0.641756,0.496207,0.646778,-0.023953,0.118247
0.687500,0.562500,0.125000,0.430393,0.276518,0.014350,0.293522,0.290321,0.050436,0.324976,0.281742,0.129824,0.687517,0.655567,0.506351,0.662899,-0.004039,0.121495
0.750000,0.562500,0.125000,0.522522,0.276518,0.014350,0.333501,0.309914,0.052072,0.363007,0.301359,0.138429,0.713354,0.670442,0.517300,0.680097,0.015875,0.124954
0.812500,0.562500,0.125000,0.625232,0.276518,0.014350,0.378072,0.331758,0.053896,0.405407,0.323229,0.148022,0.740111,0.686283,0.528984,0.698252,0.035594,0.128599
0.875000,0.562500,0.125000,0.738845,0.276518,0.014350,0.427374,0.355920,0.055913,0.452308,0.347420,0.158634,0.767617,0.702994,0.541334,0.717252,0.054982,0.132405
0.937500,0.562500,0.125000,0.863669,0.276518,0.014350,0.481542,0.382467,0.058130,0.503836,0.373998,0.170292,0.795725,0.720482,0.554283,0.736994,0.073943,0.136350
1.000000,0.562500,0.125000,1.000000,0.276518,0.014350,0.540703,0.411461,0.060551,0.560115,0.403027,0.183025,0.824314,0.738660,0.567767,0.757382,0.092419,0.140416
0.000000,0.625000,0.125000,0.000000,0.348510,0.014350,0.133837,0.250274,0.050675,0.185442,0.239201,0.110665,0.570255,0.620756,0.480105,0.610701,-0.163267,0.112433
0.062500,0.625000,0.125000,0.005156,0.348510,0.014350,0.136074,0.251370,0.050766,0.187570,0.240299,0.111146,0.572428,0.621704,0.480801,0.611908,-0.160958,0.112669
0.125000,0.625000,0.125000,0.014350,0.348510,0.014350,0.140064,0.253325,0.050930,0.191366,0.242257,0.112005,0.576264,0.623388,0.482036,0.614046,-0.156904,0.113087
0.187500,0.625000,0.125000,0.029343,0.348510,0.014350,0.146570,0.256514,0.051196,0.197555,0.245449,0.113405,0.582411,0.626114,0.484036,0.617495,-0.150466,0.113763
0.250000,0.625000,0.125000,0.050876,0.348510,0.014350,0.155915,0.261093,0.051578,0.206444,0.250034,0.115417,0.591018,0.629989,0.486881,0.622370,-0.141568,0.114718
0.312500,0.625000,0.125000,0.079581,0.348510,0.014350,0.168371,0.267198,0.052088,0.218294,0.256146,0.118098,0.602116,0.635081,0.490622,0.628732,-0.130296,0.115967
0.375000,0.625000,0.125000,0.116016,0.348510,0.014350,0.184182,0.274947,0.052735,0.233334,0.263904,0.121501,0.615639,0.641429,0.495290,0.636597,-0.116862,0.117511
0.437500,0.625000,0.125000,0.160683,0.348510,0.014350,0.203565,0.284446,0.053528,0.251773,0.273415,0.125673,0.631446,0.649044,0.500895,0.645944,-0.101562,0.119348
0.500000,0.625000,0.125000,0.214041,0.348510,0.014350,0.226720,0.295794,0.054476,0.273800,0.284776,0.130656,0.649349,0.657912,0.507431,0.656723,-0.084744,0.121469
0.562500,0.625000,0.125000,0.276518,0.348510,0.014350,0.253832,0.309081,0.055585,0.299591,0.298079,0.136491,0.669129,0.668001,0.514875,0.668862,-0.066767,0.123858
0.625000,0.625000,0.125000,0.348510,0.348510,0.014350,0.285073,0.324392,0.056863,0.329310,0.313408,0.143216,0.690561,0.679261,0.523195,0.682275,-0.047972,0.126500
0.687500,0.625000,0.125000,0.430393,0.348510,0.014350,0.320606,0.341807,0.058317,0.363113,0.330843,0.150863,0.713423,0.691630,0.532347,0.696865,-0.028666,0.129373
0.750000,0.625000,0.125000,0.522522,0.348510,0.014350,0.360585,0.361400,0.059953,0.401144,0.350460,0.159468,0.737508,0.705038,0.542281,0.712534,-0.009112,0.132459
0.812500,0.625000,0.125000,0.625232,0.348510,0.014350,0.405156,0.383243,0.061777,0.443544,0.372329,0.169061,0.762627,0.719409,0.552944,0.729182,0.010477,0.135735
0.875000,0.625000,0.125000,0.738845,0.348510,0.014350,0.454459,0.407406,0.063794,0.490444,0.396521,0.179673,0.788612,0.734664,0.564279,0.746711,0.029935,0.139183
0.937500,0.625000,0.125000,0.863669,0.348510,0.014350,0.508626,0.433952,0.066011,0.541973,0.423099,0.191331,0.815316,0.750725,0.576229,0.765029,0.049135,0.142783
1.000000,0.625000,0.125000,1.000000,0.348510,0.014350,0.567787,0.462946,0.068432,0.598252,0.452128,0.204064,0.842613,0.767515,0.588739,0.784048,0.067987,0.146518
0.000000,0.687500,0.125000,0.000000,0.430393,0.014350,0.164642,0.308832,0.059639,0.228818,0.295048,0.134594,0.611641,0.665729,0.512479,0.654970,-0.176039,0.122529
0.062500,0.687500,0.125000,0.005156,0.430393,0.014350,0.166880,0.309929,0.059730,0.230946,0.296145,0.135076,0.613532,0.666554,0.513089,0.656020,-0.174027,0.122730
0.125000,0.687500,0.125000,0.014350,0.430393,0.014350,0.170870,0.311884,0.059893,0.234742,0.298103,0.135935,0.616875,0.668019,0.514174,0.657882,-0.170485,0.123086
0.187500,0.687500,0.125000,0.029343,0.430393,0.014350,0.177376,0.315073,0.060160,0.240931,0.301296,0.137335,0.622249,0.670395,0.515934,0.660892,-0.164832,0.123662
0.250000,0.687500,0.125000,0.050876,0.430393,0.014350,0.186720,0.319652,0.060542,0.249820,0.305881,0.139346,0.629809,0.673779,0.518440,0.665158,-0.156966,0.124480
0.312500,0.687500,0.125000,0.079581,0.430393,0.014350,0.199177,0.325757,0.061052,0.261670,0.311993,0.142027,0.639614,0.678237,0.521744,0.670746,-0.146911,0.125552
0.375000,0.687500,0.125000,0.116016,0.430393,0.014350,0.214988,0.333506,0.061699,0.276711,0.319751,0.145430,0.651641,0.683813,0.525878,0.677685,-0.134799,0.126885
0.437500,0.687500,0.125000,0.160683,0.430393,0.014350,0.234371,0.343005,0.062492,0.295149,0.329261,0.149602,0.665805,0.690526,0.530859,0.685974,-0.120843,0.128479
0.500000,0.687500,0.125000,0.214041,0.430393,0.014350,0.257526,0.354353,0.063439,0.317176,0.340623,0.154586,0.681973,0.698379,0.536690,0.695585,-0.105308,0.130329
